UserID,PolicyID1,PolicyID2,PolicyID3,PolicyID4,PolicyID5,PolicyID6,PolicyID7,PolicyID8,PolicyID9,PolicyID10
22106,3.2,3.1,,,2.6,1.0,3.9,2.7,,
22107,4.5,1.8,,1.0,2.0,,4.5,,1.8,
22108,,,,,,4.7,2.1,,,1.8
22109,3.3,,2.0,2.2,3.6,3.3,,4.5,,4.8
22110,4.6,,2.5,,,3.8,1.5,1.4,,1.7
22111,,4.2,3.3,,2.3,1.5,4.9,,3.4,
22112,,2.7,3.1,,1.6,4.7,3.8,3.3,,
22113,2.5,1.1,3.1,,4.2,2.6,,,2.7,3.5
22114,3.4,1.5,4.1,3.6,1.6,3.8,2.0,1.7,3.8,1.1
22115,3.5,,1.7,2.5,,1.0,3.0,,1.3,4.4
22116,4.6,1.5,1.1,,1.6,1.6,4.8,,,
22117,1.1,,2.4,,,3.8,1.2,1.5,5.0,3.5
22118,2.8,2.6,2.1,,,1.5,2.8,1.5,2.5,
22119,1.4,,,1.2,,,2.8,,,2.8
22120,2.9,2.1,2.1,4.6,,2.4,,3.5,1.3,4.9
22121,4.8,4.3,,2.4,2.4,4.8,3.8,3.6,,3.1
22122,1.2,3.1,3.9,2.3,2.3,3.2,,,1.3,
22123,,1.4,,4.9,,3.6,3.3,,,
22124,,2.3,2.6,2.5,4.9,4.3,,,2.5,3.4
22125,3.2,2.2,2.0,2.8,3.3,,4.7,5.0,3.1,4.2
22126,2.1,1.8,,,2.3,3.7,4.5,3.1,2.5,
22127,1.8,3.4,3.0,2.2,3.5,2.5,,,1.4,4.4
22128,2.6,1.1,,4.3,4.2,,,2.3,,2.8
22129,,,3.8,,2.8,1.2,4.0,3.0,2.3,2.6
22130,,1.3,,3.4,1.9,3.1,,4.6,2.8,3.1
22131,4.5,,,,2.3,,,4.1,2.1,4.3
22132,3.2,4.3,,1.6,,2.4,2.2,,4.7,4.7
22133,3.2,,3.9,2.7,,,,1.3,4.1,
22134,1.1,,,4.9,,2.4,,,4.3,1.8
22135,1.4,3.5,2.2,,,4.0,,4.1,4.6,
22136,,,,,2.5,,1.7,,3.5,1.5
22137,,5.0,3.4,,,3.8,3.7,3.2,1.3,4.2
22138,4.7,2.2,1.7,2.4,1.4,1.4,,1.5,3.3,2.3
22139,4.6,1.9,3.0,,4.1,,,4.1,3.2,2.1
22140,2.8,4.9,4.4,4.9,3.9,,2.9,,1.6,3.5
22141,1.3,,4.3,2.6,4.2,,,2.3,5.0,
22142,3.2,2.8,,,1.5,1.3,4.1,1.6,1.1,
22143,3.7,1.1,1.1,4.0,4.3,4.4,,2.0,1.2,2.9
22144,3.7,,2.4,2.1,1.7,,4.1,1.4,,4.1
22145,4.4,2.7,,2.7,1.7,1.3,2.7,4.8,4.9,1.6
22146,5.0,,3.0,3.6,2.4,4.7,,,3.6,1.9
22147,,,1.6,3.6,,,,3.7,,2.6
22148,2.9,1.5,3.5,,,3.5,4.7,2.6,2.1,
22149,1.1,,,4.6,2.5,2.5,2.5,,1.4,2.3
22150,,4.1,1.6,4.0,3.1,,,2.0,3.3,
22151,,2.7,1.3,3.5,4.3,4.0,1.9,,4.3,4.2
22152,,,3.7,1.8,3.4,4.3,4.0,,1.4,
22153,3.6,4.7,1.5,,1.9,2.0,2.2,,2.9,
22154,3.8,,,3.3,4.7,4.4,,3.7,,2.3
22155,4.5,5.0,4.3,,,3.4,,,3.5,4.3
22156,2.6,3.1,1.7,,,2.8,1.9,2.3,1.4,
22157,2.5,,,,4.7,2.2,,,1.4,3.6
22158,,2.3,4.3,,,4.7,4.8,,,4.1
22159,2.6,1.7,4.4,1.3,3.3,2.7,1.4,3.4,3.9,
22160,1.6,3.7,,,4.2,,2.0,5.0,2.7,
22161,3.8,4.3,2.9,4.5,,3.3,,4.5,3.0,3.1
22162,2.7,4.0,3.3,4.7,3.5,3.3,2.0,3.5,1.7,1.4
22163,1.4,3.9,,4.1,2.4,4.0,1.2,3.1,2.7,3.5
22164,3.5,3.7,3.0,1.2,,4.1,2.6,4.0,,3.2
22165,,4.6,2.8,4.3,,3.1,1.2,3.4,,3.4
22166,,4.9,2.8,2.2,4.8,4.1,3.7,2.6,3.3,2.5
22167,,2.7,,2.9,,,2.0,2.6,,2.5
22168,,,,,2.7,,3.2,1.5,1.4,2.6
22169,2.3,2.7,,,3.6,3.0,4.3,4.6,2.7,1.5
22170,2.4,,4.4,,5.0,3.4,2.6,3.4,,4.5
22171,2.1,,1.8,,2.1,,3.3,,,1.1
22172,,,,,2.4,3.5,2.0,3.7,4.0,2.9
22173,,,3.7,3.4,,,,4.2,4.5,
22174,,1.4,,4.3,,3.4,2.3,4.0,4.6,
22175,4.5,,,,,,1.9,3.6,,
22176,2.4,2.6,1.6,3.4,2.7,5.0,4.9,5.0,2.9,2.1
22177,1.3,,2.6,,3.7,4.4,,1.6,4.1,1.4
22178,4.9,4.8,3.1,1.2,,,2.0,1.3,5.0,1.6
22179,,4.7,4.7,2.9,4.6,4.0,,,4.2,
22180,3.5,3.9,2.8,2.8,1.7,1.3,,2.8,4.0,4.8
22181,4.7,4.5,4.4,3.3,,4.8,,1.6,,2.9
22182,1.5,2.0,,,3.8,3.4,3.6,4.1,2.4,3.9
22183,,,1.5,1.8,,1.5,,1.6,,
22184,4.5,2.3,3.3,4.4,4.8,,,,,
22185,,,4.9,3.9,4.3,1.7,2.3,1.1,3.0,1.6
22186,3.2,2.6,4.2,3.6,2.3,,1.6,,4.0,3.3
22187,2.5,4.9,,1.6,2.5,,3.5,4.0,3.0,2.8
22188,,3.5,4.5,4.3,4.0,1.0,3.5,3.9,,
22189,4.9,4.1,,2.0,4.1,1.4,4.8,4.4,1.4,4.5
22190,4.3,2.0,3.8,4.0,3.0,,,,,4.1
22191,3.4,2.8,3.5,2.6,,,,1.5,2.3,2.4
22192,,2.2,,1.0,3.0,,,,3.7,
22193,1.2,4.9,4.7,1.4,3.6,3.2,2.3,1.9,,2.9
22194,2.7,4.2,4.3,3.7,4.8,3.8,3.5,1.5,,1.7
22195,,,,,,,4.4,1.3,1.4,4.2
22196,2.4,3.9,3.3,1.0,3.0,3.9,1.2,3.1,3.3,
22197,3.9,,,,,3.9,1.5,5.0,1.7,
22198,3.3,2.5,1.4,4.8,3.3,,3.6,3.2,1.3,
22199,4.9,1.8,1.4,3.6,,1.1,3.7,1.9,2.5,1.7
22200,1.5,3.2,1.7,2.3,1.7,2.8,,,3.4,2.7
22201,2.2,2.9,4.6,4.4,3.0,4.7,2.6,,,1.3
22202,3.5,4.0,,4.6,4.7,,4.7,1.3,3.2,4.4
22203,,3.2,2.7,,4.5,3.5,3.8,,4.7,1.4
22204,,4.9,,,3.8,,,,,
22205,3.1,1.1,2.4,,3.8,2.5,,2.5,,2.3
22206,4.1,,,4.4,1.2,2.5,1.6,4.4,,1.4
22207,3.0,3.3,1.7,,,1.7,,,,2.3
22208,4.9,4.7,1.7,2.5,,3.5,3.4,,2.3,1.7
22209,1.2,4.8,1.7,,4.5,3.9,2.1,4.3,,4.3
22210,3.3,4.6,4.9,2.2,3.6,,3.1,3.4,2.4,2.5
22211,,3.4,2.7,1.6,,,1.7,1.5,3.7,
22212,3.4,3.9,4.1,3.0,3.8,1.5,,,3.6,2.8
22213,3.9,3.7,3.5,1.3,3.9,,4.4,1.6,5.0,1.3
22214,4.4,1.7,2.9,2.3,4.5,3.6,,1.8,2.9,1.7
22215,4.0,4.3,1.9,,3.1,,2.6,1.4,1.5,1.3
22216,3.7,,,,2.6,4.9,,2.9,2.7,1.7
22217,1.9,4.2,2.0,,1.7,1.6,3.9,3.3,2.3,4.9
22218,5.0,3.6,3.6,4.7,2.6,,4.1,2.1,4.6,4.6
22219,,,,2.6,,2.5,4.5,4.3,3.6,
22220,1.5,,1.9,4.7,1.4,3.2,3.1,,3.3,
22221,,,1.1,,4.9,4.7,,,,4.9
22222,2.5,1.2,4.6,2.7,,1.6,,4.8,4.1,4.5
22223,,1.3,2.8,3.4,2.9,4.5,4.7,,3.5,1.9
22224,1.2,,2.7,4.6,,1.1,3.8,5.0,,1.1
22225,,,4.8,,3.2,3.6,,,2.7,3.2
22226,4.5,3.8,3.2,3.9,,1.8,,,1.3,2.4
22227,4.4,,,2.2,,1.9,,2.1,,5.0
22228,,2.6,,4.9,2.3,3.3,,2.6,3.9,3.3
22229,4.7,,,3.1,2.3,,3.1,1.1,,
22230,3.8,2.7,3.5,,2.2,,3.0,3.9,,2.8
22231,,2.7,4.2,3.5,2.5,2.1,3.6,1.7,5.0,
22232,2.9,1.8,3.6,3.5,2.3,,4.3,,3.2,4.3
22233,4.0,2.0,,3.1,2.5,,,,3.9,4.6
22234,4.3,1.8,2.1,3.8,4.2,4.7,1.7,,1.1,
22235,4.8,,1.9,2.7,3.4,1.7,2.4,1.5,1.6,1.5
22236,2.4,4.5,1.1,,2.7,,,1.3,,
22237,1.6,4.2,,2.0,,,,4.5,4.5,5.0
22238,,1.7,4.4,1.3,1.2,4.1,3.7,2.7,3.4,3.7
22239,,2.5,,4.0,3.8,,1.2,1.0,3.6,3.3
22240,4.6,2.0,,,1.0,1.5,,,1.7,1.1
22241,3.4,3.5,4.2,,,,,1.6,,3.3
22242,3.7,2.8,1.8,2.8,4.9,1.6,,,4.4,
22243,,,,2.2,2.1,3.0,2.8,,2.0,2.8
22244,,3.6,2.5,,,2.2,2.3,2.9,1.1,1.7
22245,4.0,1.4,4.5,1.4,,,,2.3,1.6,
22246,2.6,1.3,4.1,3.9,,1.1,1.8,4.0,2.3,
22247,3.1,3.7,,4.9,3.1,2.6,3.1,,,1.3
22248,,,1.7,2.9,1.6,3.9,3.5,,3.3,
22249,2.2,2.1,2.6,3.6,3.2,,,,2.4,1.2
22250,,,,,,3.8,1.5,2.8,3.5,
22251,1.3,4.2,1.4,4.7,1.6,2.3,3.2,,3.2,3.6
22252,4.7,,2.7,,,2.8,2.9,3.5,3.9,
22253,5.0,2.6,1.5,2.7,3.1,2.8,3.3,3.1,4.3,
22254,3.5,,,3.2,2.2,4.1,4.1,3.1,4.2,
22255,2.5,4.6,5.0,,,3.7,2.2,,2.5,
22256,1.4,2.8,,,3.4,1.2,,,,3.4
22257,2.1,1.9,,2.7,,1.1,4.4,2.7,1.0,
22258,,4.7,1.2,1.2,2.2,2.6,4.3,4.6,1.9,
22259,4.4,2.5,3.1,3.0,,2.7,2.5,3.6,4.7,
22260,1.1,1.2,2.7,,,3.4,3.6,4.7,,2.6
22261,,3.7,,2.1,,1.8,1.2,2.9,,1.2
22262,,2.7,3.2,2.5,4.1,3.0,3.2,3.0,4.7,
22263,2.7,2.2,1.9,,2.2,3.2,,,1.9,4.8
22264,3.1,,2.6,,,2.0,,1.2,3.6,4.4
22265,,1.5,2.4,1.7,4.2,4.0,1.2,1.4,4.1,1.7
22266,,4.6,2.0,3.2,4.5,4.1,2.6,1.3,,
22267,3.1,2.7,3.6,3.1,1.8,,1.4,4.1,3.9,2.8
22268,,,3.8,3.6,,,,3.4,1.7,5.0
22269,1.1,,2.9,2.0,3.9,1.7,,3.4,,3.0
22270,,3.7,4.7,4.1,,3.9,4.6,4.3,1.4,2.2
22271,4.5,,,2.5,3.4,,,,1.8,1.2
22272,1.4,2.9,2.0,3.8,,4.3,4.0,,1.7,3.9
22273,,,2.8,1.8,4.3,1.7,4.3,,3.1,1.7
22274,4.4,,,,3.9,,3.3,4.2,,
22275,2.2,4.9,3.3,,,1.1,3.2,4.3,2.0,4.9
22276,2.2,2.7,2.8,4.7,4.0,3.6,,,,3.6
22277,2.0,2.8,2.6,3.1,4.7,2.8,4.6,3.0,3.0,
22278,,,,1.1,2.4,,3.6,3.8,,1.4
22279,4.8,,,4.7,3.6,3.4,1.6,2.7,2.1,3.3
22280,2.6,1.5,,4.4,2.6,3.8,,3.9,4.9,4.0
22281,1.9,,1.4,2.2,1.5,1.7,,1.8,,2.1
22282,2.4,2.3,5.0,4.0,3.2,,,4.8,,
22283,1.9,,2.4,3.3,2.9,,4.4,,,1.9
22284,,2.9,,2.1,,2.1,1.3,1.5,4.5,4.3
22285,,,5.0,,4.3,3.1,1.3,1.4,1.6,1.9
22286,3.4,3.5,4.8,2.8,4.2,1.6,2.7,4.1,3.9,4.4
22287,4.8,4.5,4.8,3.6,1.8,4.4,2.0,3.9,4.4,2.8
22288,2.9,2.2,1.5,3.5,2.1,4.3,2.6,3.5,,3.9
22289,,1.2,,2.4,,2.4,2.7,2.5,3.9,4.4
22290,3.5,4.5,,3.9,,2.7,,,4.8,4.9
22291,4.1,,2.8,4.2,,,,3.4,3.3,1.7
22292,,3.3,1.3,1.2,1.2,1.0,1.8,,3.2,3.1
22293,4.1,4.9,2.6,,3.7,4.0,3.8,,2.9,4.8
22294,2.5,3.8,,3.3,2.3,,2.0,4.8,4.1,4.7
22295,2.7,1.3,2.1,3.6,1.5,4.3,,1.5,3.4,4.0
22296,2.5,1.2,2.2,2.6,,,1.4,,3.0,3.5
22297,4.8,2.8,4.9,1.2,4.1,,3.5,,3.3,2.8
22298,3.0,,4.6,,3.0,4.2,1.8,,2.7,
22299,,2.9,,4.8,,,2.2,2.1,2.8,1.3
22300,2.7,,,3.3,3.5,,4.0,3.4,3.2,
22301,,2.0,2.6,1.7,,3.7,,3.3,,
22302,1.7,2.4,1.0,1.0,,,2.8,,,
22303,1.5,,4.3,2.5,1.2,3.4,2.2,,4.2,3.9
22304,2.7,4.6,,2.5,4.4,,3.5,4.5,2.6,
22305,4.9,,4.5,2.1,4.6,4.3,2.4,5.0,4.5,1.9
22306,,4.0,4.2,3.1,3.1,,3.8,2.7,1.0,1.7
22307,4.2,4.1,1.3,5.0,1.7,,3.8,1.1,4.8,
22308,,2.0,,4.1,,2.7,1.5,3.9,,
22309,,4.2,3.9,4.1,,3.0,1.3,2.4,3.9,
22310,,1.7,1.3,4.1,,2.0,,3.1,3.7,
22311,4.0,,2.5,,3.1,2.9,2.0,1.8,,
22312,4.7,3.3,,3.0,2.1,,3.0,,1.6,
22313,3.1,2.5,,3.6,4.3,1.5,4.6,4.5,,4.0
22314,,3.4,,,4.6,3.5,,2.9,1.9,4.6
22315,1.3,1.8,4.8,2.2,4.1,2.5,2.9,1.8,1.6,3.5
22316,4.3,1.7,1.2,,1.1,,1.8,,3.1,4.3
22317,4.3,1.8,3.1,1.5,,1.9,,,3.6,2.4
22318,1.7,,,4.7,3.4,,1.2,4.0,1.7,3.0
22319,3.1,1.4,,,4.5,,3.1,,,4.7
22320,4.3,4.2,1.7,,3.4,,,2.1,,
22321,4.0,,4.8,,1.7,,1.1,4.4,2.8,2.8
22322,3.9,1.5,2.0,2.9,,,2.1,2.4,3.8,2.1
22323,,4.2,3.2,3.4,,1.8,4.4,,,
22324,1.3,1.4,1.7,,4.0,2.2,3.4,,3.9,2.6
22325,,4.3,3.1,4.9,,2.7,2.0,2.3,,4.6
22326,2.2,4.6,,,2.2,4.3,2.2,3.2,3.4,1.1
22327,2.0,5.0,2.3,3.3,3.6,,3.9,2.6,,
22328,1.5,2.9,4.4,3.4,3.6,,1.7,,,4.0
22329,1.1,3.8,2.4,2.3,,1.2,4.2,,2.9,1.7
22330,,4.5,,1.8,3.2,,,3.6,,
22331,,,,1.7,4.4,2.8,2.4,,3.2,
22332,1.8,,,2.8,,,4.6,4.0,1.3,3.3
22333,,2.2,3.3,,2.2,3.8,1.6,2.8,,2.1
22334,3.9,3.8,2.2,2.6,,2.0,,2.3,,
22335,1.7,,,1.2,4.4,,,,2.6,4.3
22336,2.0,2.8,,3.5,,,,,2.7,4.9
22337,2.1,1.9,5.0,2.7,2.4,4.2,1.8,4.5,3.7,1.6
22338,3.9,3.2,,3.5,,1.5,2.2,,3.9,4.3
22339,3.9,,1.8,,4.2,1.8,4.3,3.6,,
22340,3.4,3.9,4.0,3.4,4.0,3.6,4.7,3.6,4.5,3.1
22341,3.6,3.7,,3.3,,4.8,4.0,2.2,3.2,
22342,4.9,2.8,4.4,,,3.1,2.7,,2.2,4.3
22343,2.6,3.7,,2.9,4.4,,2.4,2.4,4.1,3.5
22344,3.2,4.4,4.3,3.7,,1.5,,,2.3,2.8
22345,2.1,,1.8,2.5,2.6,4.8,1.8,4.6,,2.2
22346,,3.3,,4.3,3.2,,,4.0,4.8,
22347,2.9,,4.2,,4.0,2.4,3.1,4.8,4.4,4.9
22348,1.4,,1.1,2.1,,,,,3.2,
22349,1.2,3.3,2.6,4.4,,3.4,3.8,3.0,3.2,
22350,2.9,1.4,4.7,,2.2,2.5,3.3,3.5,1.0,2.6
22351,4.2,,3.2,,,3.0,4.9,,2.2,2.6
22352,1.5,4.7,,4.5,4.0,,4.8,1.3,,
22353,3.3,1.2,1.1,,2.8,,4.2,1.9,,4.7
22354,,3.2,2.6,4.3,1.1,4.8,2.8,1.5,4.4,
22355,4.2,3.1,4.1,,1.3,2.5,,2.9,2.0,3.0
22356,,1.7,1.3,1.8,2.4,,1.0,,1.3,3.3
22357,,,,2.3,3.6,2.0,5.0,,4.0,3.5
22358,1.1,1.8,4.0,4.3,4.8,3.6,4.6,3.9,2.8,2.5
22359,2.7,2.0,,4.8,4.9,,4.3,2.8,4.1,1.8
22360,1.7,,,4.8,,,4.9,2.9,4.6,
22361,,3.1,,3.6,,4.3,,3.1,,3.1
22362,3.4,,2.7,3.0,3.0,2.5,4.4,2.1,,1.6
22363,4.3,,2.4,,,,4.4,,4.5,3.7
22364,4.2,3.5,2.0,3.3,,,,,1.1,3.1
22365,4.3,1.9,,3.8,3.1,,3.0,,4.8,
22366,3.8,,4.7,,2.2,,4.4,3.2,1.4,
22367,1.1,2.7,3.7,,1.4,3.0,4.4,,1.6,2.0
22368,2.0,2.3,1.5,,3.2,2.5,4.4,2.7,,
22369,1.2,2.0,,,2.6,,1.8,3.1,3.2,
22370,4.2,4.7,3.7,4.3,2.5,3.7,,3.9,3.3,
22371,3.0,,,1.3,,,,4.8,3.9,2.4
22372,2.9,,1.6,,2.7,,2.6,2.7,,3.3
22373,3.7,3.3,1.2,1.7,3.0,,,3.1,2.6,4.2
22374,1.5,,,1.9,2.0,,,2.5,3.2,1.5
22375,1.9,1.4,3.5,,2.2,2.4,,,3.6,
22376,2.2,4.3,2.2,4.8,4.6,,2.7,2.1,3.4,3.4
22377,1.1,1.2,,4.6,,,1.1,1.8,,1.8
22378,3.8,4.0,1.4,4.8,1.0,2.1,3.9,1.8,,2.2
22379,3.4,3.2,1.6,2.6,1.8,,1.9,,1.6,3.5
22380,,4.1,3.5,2.4,2.9,4.5,4.5,3.9,3.7,
22381,4.6,,4.6,1.2,,,3.9,4.9,3.7,2.3
22382,,2.9,4.7,3.3,2.9,,,,,2.6
22383,3.5,3.8,,4.4,3.3,3.9,2.5,1.6,1.5,
22384,,1.7,,4.9,3.4,1.4,2.9,1.5,1.6,5.0
22385,4.1,,2.4,3.0,1.9,,4.6,,4.9,1.7
22386,3.1,4.1,2.2,2.4,3.5,4.7,4.0,,4.2,2.4
22387,1.7,1.6,1.8,2.1,,,1.6,4.3,2.1,2.3
22388,,3.2,4.8,1.4,4.0,,,2.0,3.3,1.6
22389,4.7,3.3,,2.0,4.4,2.5,4.3,4.8,1.9,4.0
22390,,2.3,1.3,4.9,3.3,2.6,,5.0,2.2,2.2
22391,2.6,,3.8,,1.8,1.5,,1.1,4.9,
22392,1.4,,3.5,3.0,,2.7,1.2,,4.5,4.1
22393,4.1,1.3,3.3,,,,4.7,3.6,,2.7
22394,4.1,3.1,,,3.4,4.8,,4.2,,
22395,,4.8,3.6,4.4,2.1,,,,,
22396,,4.2,4.5,1.7,,4.1,3.8,1.9,4.0,4.2
22397,1.7,2.5,3.8,1.9,3.1,1.5,1.1,,,
22398,,1.0,1.8,2.3,,4.7,4.8,1.9,,1.0
22399,1.8,4.3,,4.4,2.4,,,1.9,1.2,4.6
22400,1.7,,2.5,,,2.4,,3.4,,
22401,4.4,,,2.2,,4.0,2.1,,3.4,2.2
22402,2.3,2.7,1.3,1.9,4.1,3.8,1.6,4.7,,3.7
22403,4.7,,4.8,,1.6,2.1,1.9,,,1.1
22404,4.5,4.0,2.6,3.7,1.2,,,3.9,,
22405,4.0,3.6,3.7,1.3,,3.8,3.6,3.5,,4.6
22406,3.2,,4.9,3.2,3.0,2.3,,2.1,3.2,4.9
22407,4.0,4.8,1.9,1.3,3.8,,2.9,2.3,,
22408,1.2,2.1,4.9,,2.4,,,4.2,4.4,2.8
22409,2.2,,1.1,4.7,,,1.6,1.2,,4.9
22410,4.3,3.2,3.9,4.4,,3.8,,2.5,,1.7
22411,,3.9,1.6,,,1.1,1.2,1.6,,3.7
22412,1.1,1.6,2.0,2.6,2.3,1.8,1.5,1.2,3.7,4.3
22413,3.8,4.0,3.8,,,3.4,,,,3.2
22414,1.5,4.0,,,3.9,,,,,
22415,4.8,2.3,1.2,1.9,1.8,3.2,,1.8,,4.1
22416,3.2,3.5,3.3,2.2,4.3,,2.8,1.1,3.3,4.1
22417,3.7,1.1,1.2,4.0,2.1,2.6,2.8,3.1,4.8,
22418,,4.0,,,2.0,4.7,3.0,1.1,4.6,
22419,,1.9,4.3,3.0,4.4,1.1,3.2,,4.1,4.7
22420,1.4,,4.2,,2.4,2.9,,3.9,4.1,4.6
22421,1.9,,3.8,2.1,,,2.8,,3.8,3.1
22422,2.7,,3.8,,2.9,,3.1,1.6,4.2,4.0
22423,4.1,,4.4,,,,,4.3,3.6,1.6
22424,1.3,4.3,4.0,2.6,4.0,,1.1,,4.1,1.0
22425,1.9,4.1,,2.3,1.0,2.6,3.5,,1.8,1.5
22426,1.4,2.0,4.9,2.9,2.5,,,3.4,4.7,3.4
22427,1.3,2.8,,3.7,1.1,4.3,,1.8,4.6,
22428,2.3,1.2,,3.6,4.2,4.3,2.9,4.7,3.1,
22429,,1.6,2.3,4.4,4.6,,2.4,1.1,2.0,
22430,2.9,,,,,4.3,4.1,2.0,4.6,3.6
22431,3.4,1.1,4.8,1.5,,4.8,,2.0,3.1,3.5
22432,4.4,3.8,3.9,2.1,4.2,,2.6,4.1,2.8,
22433,3.3,3.6,,,3.5,1.5,3.2,3.1,2.2,
22434,,3.2,3.5,1.2,1.2,1.4,,5.0,3.0,
22435,1.7,1.7,3.0,,,4.4,3.5,4.4,4.2,4.1
22436,,,,4.8,4.6,3.7,2.9,4.3,3.5,3.2
22437,,4.2,1.9,,1.3,,3.4,4.2,,
22438,1.7,,4.2,3.1,3.5,2.2,4.4,,2.8,
22439,3.8,2.8,,1.4,1.8,2.1,1.1,4.8,1.9,3.5
22440,3.4,2.6,1.6,1.5,,1.2,1.3,,3.2,1.8
22441,2.8,1.5,,2.5,4.9,,1.7,3.8,4.7,
22442,4.9,3.3,,1.9,3.8,4.2,2.4,5.0,2.0,
22443,,,3.7,,4.9,2.1,4.0,,4.4,
22444,3.5,,,2.6,2.1,2.9,,3.8,3.8,2.9
22445,,2.0,2.3,2.4,3.7,4.3,3.6,1.9,4.5,2.8
22446,,,1.1,2.1,,,1.6,2.8,3.4,1.1
22447,2.1,2.8,1.7,1.8,2.8,2.8,3.0,,,2.7
22448,1.8,1.2,4.9,4.1,2.7,2.1,4.0,2.3,,4.7
22449,4.1,,,,2.7,4.2,,,,
22450,,2.0,,3.7,,3.6,,,1.8,
22451,2.2,1.5,,,,,2.2,2.9,,
22452,,,1.8,3.8,4.4,2.2,3.1,4.9,4.7,
22453,2.2,,1.3,,1.9,2.9,3.7,2.8,2.4,1.9
22454,,,1.1,4.5,4.8,4.6,2.4,,3.1,
22455,3.6,1.3,2.2,,4.5,3.7,3.2,,1.2,2.9
22456,,3.7,3.5,3.1,,4.2,3.6,1.4,,1.0
22457,,3.3,,,2.7,,2.6,3.8,,4.0
22458,3.6,4.4,4.7,2.0,4.9,2.3,2.0,2.2,3.8,
22459,,4.6,,4.5,3.9,4.9,3.1,1.8,2.6,1.0
22460,2.3,,1.3,1.0,,3.2,2.9,4.7,4.0,3.2
22461,2.6,4.2,,2.8,,1.8,2.3,4.0,2.7,
22462,2.5,1.8,3.2,3.6,,3.2,,1.2,1.0,3.6
22463,1.4,2.2,,4.5,4.4,,3.5,1.2,2.7,4.9
22464,3.5,2.0,4.8,3.5,2.3,,,2.2,2.3,3.8
22465,,4.9,4.9,,2.8,,,,4.5,3.7
22466,3.1,2.1,3.5,4.0,,,,1.9,1.9,2.0
22467,1.5,4.5,2.2,,3.5,3.7,2.8,3.3,1.4,4.8
22468,,4.9,,4.7,1.9,,,3.2,2.2,4.4
22469,,2.6,2.1,,2.9,,2.8,2.1,1.1,1.3
22470,2.2,1.2,2.9,1.9,4.8,1.8,4.9,3.1,1.3,
22471,3.2,3.6,,1.4,2.6,1.4,,2.4,3.3,
22472,,2.0,2.6,4.8,2.2,4.0,3.3,4.7,3.3,
22473,,2.6,4.3,1.2,1.6,3.1,1.9,,2.9,
22474,,3.8,3.4,,4.0,4.4,2.9,3.5,3.6,
22475,1.2,1.1,2.3,4.0,2.1,1.4,,4.7,2.4,3.9
22476,4.6,3.7,3.5,,2.2,2.4,4.9,2.2,3.7,
22477,1.8,,3.1,2.7,2.7,,1.3,,,4.8
22478,,2.4,3.2,3.9,2.4,,,4.7,3.0,
22479,4.1,1.6,2.4,3.7,,1.9,1.9,2.2,3.4,2.0
22480,1.2,3.0,2.0,2.2,4.2,2.3,1.4,2.1,2.5,1.2
22481,3.1,4.9,,3.1,,,,,4.7,3.8
22482,1.0,3.0,3.5,2.7,,3.7,,,,1.7
22483,1.4,3.0,3.4,,3.4,3.7,,1.5,,2.8
22484,,,4.6,3.5,,4.0,2.7,3.1,,
22485,3.6,,3.3,2.2,2.5,,3.1,,,
22486,,,1.7,4.4,,,,,,2.6
22487,,,2.6,,,4.4,,,1.5,
22488,1.9,4.2,2.2,3.4,1.4,,4.4,3.8,2.4,3.7
22489,,3.3,3.4,3.1,,3.4,1.9,3.2,2.3,2.2
22490,,4.5,,2.1,2.3,,,3.7,3.5,4.5
22491,4.1,,3.2,3.9,,4.6,2.8,2.6,2.3,5.0
22492,4.6,2.5,4.9,1.1,3.2,2.3,1.9,4.8,3.6,1.0
22493,2.5,3.5,4.1,2.7,3.6,3.3,2.5,,2.0,2.4
22494,1.6,1.8,1.1,,2.2,,4.0,2.2,,
22495,2.6,,2.5,,1.2,,1.4,,2.5,3.7
22496,4.3,2.5,,2.9,3.1,4.1,2.3,,3.8,
22497,3.4,3.1,4.5,3.4,4.6,1.2,,1.2,3.3,
22498,1.3,3.6,3.1,,4.8,4.0,4.5,3.7,3.8,
22499,4.5,2.7,4.5,,3.8,,,1.1,3.0,
22500,,,4.7,3.0,4.9,,,3.1,1.6,3.4
22501,,,,5.0,4.0,2.5,3.1,4.8,,2.8
22502,2.3,3.2,,,2.6,1.3,,4.0,1.9,2.5
22503,2.4,,,2.7,4.6,1.7,1.8,1.1,,2.2
22504,3.1,,1.5,,1.4,2.1,2.0,3.8,1.8,
22505,1.7,,1.7,3.6,1.1,3.9,1.4,4.3,2.8,2.4
22506,4.8,1.3,2.7,,,,,4.3,,1.6
22507,,2.8,4.0,,1.1,4.0,4.4,3.0,,
22508,,1.3,1.2,,4.7,4.3,1.2,1.1,1.7,2.1
22509,2.3,1.6,,,2.5,2.5,,3.3,1.2,3.2
22510,,4.1,4.0,4.9,,2.5,1.7,2.8,2.5,
22511,,3.9,2.6,,4.1,,2.8,,3.2,
22512,,2.8,,1.6,2.1,,,,3.1,4.7
22513,,1.0,4.8,1.2,4.2,,3.5,2.3,,2.4
22514,4.7,2.4,,3.2,,,4.6,,,5.0
22515,2.2,2.4,2.5,,1.6,1.3,3.0,2.3,4.2,2.9
22516,4.7,,4.3,,2.8,2.1,,,,2.6
22517,,2.3,2.8,1.0,3.4,3.8,4.0,3.2,2.8,2.3
